Name,City,Rating,Price,Reviews,Location,Cleanliness,Communication,Value for Money,Accuracy,Check-in,Guests,TV,Wifi,Free street parking,Privet parking,Refrigerator,Air conditioning,Kitchen,Pets allowd,Dedicated workspace,Security cameras
Lux 2br Peaceful Trendy Location Onsite Parking,new_jersey,4.33,15532,3,4.7,5.0,5.0,4.7,5.0,5.0,5.0,0,1,0,1,0,0,1,0,1,0
Colorful room 1 extra space available for +2 guest,new_jersey,4.87,5143,30,4.9,4.9,4.9,5.0,5.0,5.0,1.0,1,1,1,0,0,0,1,0,1,0
Comfortable Cool 2 bedroom Apartment.,new_jersey,4.75,10672,4,4.5,4.5,5.0,4.8,5.0,5.0,4.0,0,1,0,1,0,0,1,0,1,0
Private Bedroom close to EWR/BETH ISRAEL HOSP - B,new_jersey,4.29,3624,7,3.3,4.0,4.6,3.7,4.4,3.7,2.0,0,1,1,0,0,1,1,0,1,0
Relaxing stay in renovated home 2,new_jersey,4.95,6731,22,4.9,4.9,5.0,5.0,4.9,5.0,1.0,1,1,0,1,0,0,1,0,0,0
Forest Hill Colonial,new_jersey,4.98,8543,40,4.8,4.8,5.0,4.9,5.0,5.0,1.0,0,0,0,1,0,0,1,0,0,0
"Entire Place•West Orange•Next to EWR✈️,MSU🎓& NYC🌃!",new_jersey,4.75,16919,4,5.0,4.8,5.0,4.8,4.8,5.0,8.0,0,0,1,0,0,0,1,0,1,0
Cozy private bedroom #1.0,new_jersey,4.88,3210,25,4.7,4.8,4.8,4.9,4.8,4.8,4.0,0,1,0,1,0,0,0,1,1,0
Hello World!!! Single?  or twins?,new_jersey,4.89,4245,102,4.2,4.9,4.9,4.8,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
Private Bedroom close to EWR/NYC - C,new_jersey,4.0,4245,7,4.0,3.6,4.3,3.6,4.0,4.3,2.0,0,1,1,0,0,1,1,0,1,0
Casa Mono - Contemporary Design meets 1920’s Charm,new_jersey,4.94,49806,17,4.8,4.9,5.0,4.9,5.0,4.9,6.0,0,0,0,1,0,0,1,0,1,0
Home Away From Home - CoMfy & Private 1 Bedroom !,new_jersey,5.0,10355,3,5.0,4.7,5.0,5.0,5.0,5.0,2.0,0,0,0,1,0,0,1,1,0,0
"Newly Renovated 1BR downtown Apt, Couple gateway.",new_jersey,5.0,15428,17,5.0,5.0,5.0,4.9,5.0,5.0,3.0,0,1,0,0,0,0,1,0,0,0
Spacious and cozy home. Close to bus and train,new_jersey,4.86,5937,37,4.7,4.8,4.9,4.9,4.9,4.9,1.0,0,1,1,0,0,0,1,0,1,0
"Luxury apartment/ 15mins from EWR, 28 mins to nyc",new_jersey,4.94,24748,17,4.9,4.8,5.0,4.6,4.8,4.9,3.0,0,1,0,0,0,0,1,0,1,0
Vibrant clean spacious 2 Bedroom,new_jersey,5.0,13927,3,4.7,5.0,4.7,5.0,5.0,5.0,4.0,1,0,1,0,0,0,1,0,1,0
Fabulous 1-Bedroom Home with Firepit,new_jersey,4.73,12736,11,4.4,4.8,5.0,4.6,5.0,5.0,2.0,0,1,1,0,0,0,1,1,1,0
Cozy 2BR Near EWR & NYC! FREE Parking!,new_jersey,4.85,9402,20,4.7,4.9,5.0,5.0,4.9,5.0,4.0,1,1,0,1,0,0,1,0,1,0
"Entire Apartment 35min to NYC, 15min EWR airport",new_jersey,4.91,7683,44,4.5,4.9,5.0,4.9,5.0,5.0,2.0,0,1,1,0,0,0,1,0,1,0
New Jersey/New York skyline cottage,new_jersey,4.42,42964,24,4.7,4.3,4.8,4.3,4.4,4.8,10.0,0,1,0,0,0,0,1,0,1,0
Luxury Private VIP Suite NJ/NYC,new_jersey,5.0,10562,12,4.7,4.9,5.0,5.0,5.0,5.0,3.0,0,1,0,0,0,0,1,0,1,0
Private Studio- 40 min NYC. Laundry incl!,new_jersey,4.6,5695,5,4.0,4.8,4.6,4.2,5.0,5.0,2.0,1,1,1,0,0,0,1,0,1,0
Montclair Spacious & Sunny 2 BR-Second Floor Apt,new_jersey,4.93,25887,162,5.0,5.0,5.0,4.8,4.9,4.9,6.0,0,1,0,1,0,0,1,0,1,0
Beautiful Room in Summit,new_jersey,4.91,6213,65,4.9,4.9,5.0,4.9,5.0,5.0,2.0,1,1,0,1,0,0,0,0,0,0
Private 1 Bedroom Apt. in Montclair - own entrance,new_jersey,4.87,9885,92,4.9,5.0,5.0,4.7,4.9,5.0,4.0,0,1,0,1,0,0,1,0,1,0
Public trans one block away to NYC - Private Floor,new_jersey,4.91,7766,11,5.0,4.9,4.9,4.9,5.0,5.0,2.0,0,0,0,1,0,0,1,0,1,0
"Delightful, clean & spacious w/bath",new_jersey,4.93,19570,14,4.9,5.0,5.0,5.0,4.9,5.0,2.0,0,1,0,1,0,0,0,0,1,0
Latín Experience! 1 bedroom free parking,new_jersey,5.0,4811,10,4.9,4.9,5.0,4.9,4.9,4.9,2.0,0,1,0,1,0,0,1,0,1,0
"Comfortable, Private, Close to NYC",new_jersey,4.56,4660,89,4.9,4.2,4.8,4.7,4.7,4.8,1.0,0,1,0,1,0,0,1,0,1,0
Blue Room,new_jersey,4.63,6268,24,5.0,4.5,5.0,4.7,4.8,5.0,2.0,1,1,0,0,0,1,0,0,0,0
Loft Apartment w/easy access to NYC trains,new_jersey,4.72,9319,25,4.4,4.8,5.0,4.7,4.9,4.9,1.0,1,1,0,1,0,1,1,0,0,0
"Cozy King Bed suite w/ free Parking ,Self check in",new_jersey,4.95,32655,19,4.8,5.0,5.0,5.0,4.9,5.0,8.0,0,1,0,1,0,0,1,0,1,0
Hidden Gem Studio Skyline View/5 Min to EWR Airpt,new_jersey,5.0,15463,8,4.8,5.0,4.8,5.0,5.0,4.8,2.0,0,1,0,0,0,0,1,0,1,0
Private apartment 1 bedroom 1 bath,new_jersey,4.91,7842,22,4.9,4.8,5.0,4.8,4.8,5.0,2.0,1,1,0,1,0,0,1,0,1,0
"Spacious 1 BR near NYC, NWK Penn Station & airport",new_jersey,4.84,7248,88,4.8,4.9,4.9,4.8,4.9,4.8,2.0,0,0,0,0,0,0,1,1,1,0
Zen Boho Suite! Insta worthy! NYC!! FREE PARKING!,new_jersey,4.53,10520,68,4.6,4.5,4.6,4.4,4.7,4.8,3.0,0,1,0,1,0,0,1,0,1,0
Private Guest Suite close to NYC,new_jersey,4.96,8180,28,4.8,5.0,5.0,4.8,4.8,5.0,2.0,0,1,0,1,0,0,1,0,0,0
Relaxing stay in renovated home,new_jersey,4.88,7352,41,4.8,5.0,4.9,4.8,5.0,5.0,2.0,0,1,0,1,0,0,1,1,0,0
"Hello World, Welcome to Newark!!!!",new_jersey,4.71,4867,86,4.0,4.7,4.9,4.7,4.8,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Naples inn 2nd floor,new_jersey,4.95,10355,19,5.0,4.8,5.0,4.8,5.0,5.0,2.0,0,1,0,1,0,0,1,1,1,0
"Your Bright, Confortable, Cozy Second  Home",new_jersey,4.91,12943,23,4.8,4.8,4.7,4.8,4.8,4.7,2.0,0,1,0,1,0,0,1,0,0,0
"Stylish, Spacious & Minimalist w/2 parking spots",new_jersey,4.67,12218,21,4.7,4.7,4.8,4.6,4.7,4.8,5.0,0,1,0,1,0,0,1,0,1,0
Newly renovated 2 bedroom in a private house!,new_jersey,5.0,13927,7,4.9,5.0,5.0,4.7,4.9,4.9,4.0,0,0,1,0,0,0,1,0,1,0
Private cozy studio near downtown.,new_jersey,4.81,8801,31,5.0,5.0,5.0,4.8,4.9,5.0,2.0,1,1,0,1,0,0,0,0,1,0
Beautiful 1 Bedroom Apartment Entire Unit near NYC,new_jersey,4.96,11024,76,4.9,4.9,5.0,4.9,5.0,5.0,4.0,0,1,0,1,0,0,1,1,1,0
Home away from Home in Livingston NJ,new_jersey,4.86,11287,42,4.9,4.8,4.9,4.8,4.9,4.8,2.0,0,1,0,1,0,0,1,0,0,0
"Private master bedroom 2A, on second floor.",new_jersey,4.83,4660,12,4.1,4.7,5.0,4.8,4.9,4.9,1.0,0,1,0,0,0,0,1,0,0,0
Cozy Studio near NYC,new_jersey,4.61,11307,148,4.8,4.6,4.7,4.6,4.7,4.8,2.0,1,1,1,0,0,0,1,0,1,0
Private studio unit completely self contained,new_jersey,4.91,8505,317,4.9,5.0,5.0,4.9,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Newly decorated apartment in heart of Brookdale!,new_jersey,5.0,17085,14,4.9,5.0,5.0,5.0,5.0,5.0,6.0,0,1,0,1,0,0,1,0,1,0
Comfortable Modern Style Private Studio Apartment,new_jersey,4.67,8346,9,4.8,4.7,5.0,4.6,4.8,4.8,3.0,0,1,0,1,0,0,0,0,1,0
Montclair - cool and close to NYC,new_jersey,4.85,7193,197,4.9,5.0,5.0,4.8,4.9,5.0,2.0,0,1,0,1,0,1,0,0,1,0
2BR DWTN Montclair! Laundry incl. 5min walk Train!,new_jersey,4.46,9526,13,4.8,4.6,4.9,4.5,4.6,4.9,4.0,1,1,0,0,0,0,1,0,1,0
Lovely 1 bedroom apartment in West Orange,new_jersey,5.0,11908,3,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1,0,0,0,0,1,1,0,1,0
Beautiful Downtown Montclair Victorian. NYC in :30,new_jersey,4.73,74315,59,4.9,4.8,4.9,4.6,4.7,4.9,13.0,0,1,0,0,0,0,1,0,1,0
1st. Small Private Room with Shared Bathroom,new_jersey,4.32,3107,28,4.8,4.4,4.7,4.5,4.6,5.0,1.0,0,0,1,0,0,0,0,0,1,0
Spacious 2-bedroom apartment with great amenities,new_jersey,5.0,13461,7,4.9,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,1,0,0,1,0,1,0
Lovely 1 bedroom apartment,new_jersey,5.0,12426,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
6 Bedroom Duplex | Central Location in Orange,new_jersey,5.0,25338,3,4.0,5.0,4.7,5.0,5.0,5.0,11.0,1,1,1,0,0,0,1,0,1,0
4th Small Private Room with Shared Bathroom,new_jersey,4.41,3107,22,4.5,4.4,4.7,4.4,4.5,4.7,1.0,0,0,1,0,0,0,0,0,1,0
1 BR/Skyline View/5 Min Broad St. Station/Pkg Incl,new_jersey,4.83,16200,23,4.6,5.0,5.0,4.8,5.0,4.8,3.0,0,1,0,0,0,0,1,0,1,0
"Comfy private room,  ideal for medical students",new_jersey,4.33,6606,3,5.0,4.0,5.0,5.0,5.0,5.0,1.0,0,1,0,1,0,0,1,1,1,0
NEW! Renovated Glen Ridge Studio - WFH Friendly!,new_jersey,4.89,31682,19,5.0,5.0,5.0,4.8,4.9,5.0,4.0,1,1,0,1,0,0,1,0,0,0
Spacious Apt | 24/7 Onsite Team | Sparkling Clean,new_jersey,4.85,18121,59,4.9,4.9,4.8,4.8,4.9,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Huge room for rent in a beautiful oasis,new_jersey,4.58,5743,12,4.8,4.5,4.8,4.6,4.6,4.9,2.0,1,1,0,1,0,0,0,0,1,0
Cozy room 5 mins from EWR and Close to bus to NYC,new_jersey,4.79,5488,506,4.7,4.8,4.9,4.8,4.9,4.9,1.0,0,1,0,1,0,0,1,0,1,0
Your own Carriage Home close to NYC,new_jersey,4.94,23298,52,4.9,4.9,4.9,4.8,4.9,4.9,4.0,0,1,0,1,0,0,1,1,0,0
Spacious 2 bedroom Montclair Apt / 45 mins to NYC,new_jersey,4.57,18193,54,4.9,4.4,4.8,4.6,4.8,4.9,4.0,1,1,0,1,0,0,1,0,0,0
Seton hall and veterans hospital private room!,new_jersey,4.5,3831,6,4.0,4.5,4.5,4.3,4.5,4.8,2.0,0,1,1,0,0,0,1,0,1,0
Vista su New York,new_jersey,4.28,6316,25,4.7,4.3,4.4,4.4,4.3,4.4,2.0,0,1,0,0,0,1,1,0,0,0
Perfect 3 Bedroom / 2 Bath Home,new_jersey,4.0,25783,8,4.4,3.9,4.5,3.8,3.9,4.9,8.0,1,1,0,0,0,0,1,1,1,0
35 mins to NYC! Newly decorated private studio!,new_jersey,4.58,9968,101,4.9,4.6,4.8,4.6,4.6,4.6,2.0,1,1,0,1,0,0,1,0,1,0
Simple and Comfortable stay 2-L,new_jersey,4.67,13641,3,4.7,4.7,5.0,4.3,4.3,5.0,3.0,0,1,0,1,0,0,1,0,1,0
Modern and beautiful 1BR Apt. Unit 118,new_jersey,4.62,10355,13,4.7,4.5,4.5,4.5,4.8,4.6,2.0,1,1,0,1,0,0,1,0,1,0
Lovely 1-Bedroom sun-filled apartment close to NYC,new_jersey,5.0,12943,5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,0,0,0,0,0,1,0
Adorable 1-bedroom Guesthouse with Patio,new_jersey,5.0,12943,7,5.0,5.0,5.0,4.6,5.0,5.0,2.0,1,0,1,0,0,0,1,0,1,0
lovely 2-bedroom apartment 2-bedroom kitchen 5minutes walking distance 🚶‍♀️ to the orange station 6minutes to highland Avenue Station Ez access to NJ Transit,new_jersey,4.0,14904,5,3.4,3.4,4.2,3.4,4.0,4.4,6.0,0,1,0,0,0,0,1,0,1,0
The Doremifasol-la in Montclair,new_jersey,4.84,9495,58,4.8,4.7,4.8,4.7,4.8,4.8,2.0,0,1,0,1,0,0,1,1,0,0
Home away from home- 1 bedroom apartment with pool,new_jersey,4.8,7766,5,5.0,4.8,4.8,4.8,5.0,5.0,5.0,0,0,0,0,0,0,1,0,1,0
1bd- 40 min to NYC & 5 min to EWR! Laundry Incl.!,new_jersey,4.71,7455,7,3.9,4.9,4.6,4.0,4.6,4.4,2.0,1,1,0,1,0,0,1,0,1,0
In 50,new_jersey,5.0,6731,5,4.6,4.6,5.0,5.0,4.8,4.8,2.0,1,1,0,0,0,1,1,0,0,0
Montclair Sunny 1BR -Walk To NYC Transport-2nd Fl,new_jersey,5.0,14186,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,1,0,0,1,0,1,0
Lovely apt ! Ideal for a couple! Easy access to International Airport and NYC.,new_jersey,4.63,10251,107,4.6,4.8,4.7,4.6,4.7,4.8,2.0,1,1,0,0,0,0,1,0,0,0
3rd. Small Private Room with shared bathroom,new_jersey,4.52,3107,21,4.3,4.5,4.7,4.5,4.7,4.9,1.0,0,0,1,0,0,0,0,0,1,0
"Private Room•West Orange•Next to EWR✈️,MSU🎓& NYC!🏙",new_jersey,4.67,8351,3,5.0,5.0,5.0,4.7,5.0,5.0,2.0,0,0,1,0,0,0,1,0,1,0
Home away from home residence 1,new_jersey,5.0,6834,12,4.6,4.9,5.0,4.6,4.9,5.0,1.0,0,1,0,1,0,0,1,0,1,0
Newly decorated apt in beautiful Upper Montclair!,new_jersey,4.73,12412,161,4.9,4.8,4.8,4.7,4.8,4.8,3.0,1,1,0,1,0,0,1,0,1,0
Downtown Montclair | 2BR Apt | Parking & Train Nea,new_jersey,4.58,18521,45,4.9,4.6,4.8,4.5,4.8,4.8,4.0,1,1,0,1,0,0,1,0,1,0
Luxury Apartment near NYC Private parking,new_jersey,5.0,9837,6,5.0,5.0,5.0,5.0,4.8,5.0,2.0,0,1,0,1,0,0,1,0,1,0
"2 BR apt , with private entrance & free  parking",new_jersey,4.87,10872,47,4.8,4.9,5.0,4.8,5.0,4.9,4.0,0,0,0,0,0,0,1,0,1,0
Lovely Studio Apartment with lovely amenities.,new_jersey,4.83,7248,6,4.7,4.8,5.0,4.8,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
Hello World!!  au suite,new_jersey,4.8,5902,109,3.9,4.9,4.9,4.7,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
FANTASTIC 1-Bedroom Rental Unit With Parking,new_jersey,4.95,5840,77,4.7,4.9,5.0,4.9,4.9,4.9,2.0,1,1,0,1,0,0,1,0,1,0
Amazingly Decorated Studio 35 Minutes to NYC!,new_jersey,4.93,13654,69,5.0,4.9,4.9,4.8,4.9,4.9,2.0,1,1,0,1,0,0,1,0,1,0
Apartment in Montclair,new_jersey,4.83,9837,6,5.0,5.0,5.0,4.7,4.7,4.7,4.0,0,1,0,1,0,0,0,0,0,0
"Newly Renovated 2 BR downtown Apt, family getaway.",new_jersey,5.0,23298,6,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,1,0,0,1,0,1,0
Glam! | 2BR apt | Free Parking! | 30 min to NYC!,new_jersey,5.0,26839,11,4.8,5.0,5.0,5.0,5.0,5.0,6.0,1,1,0,1,0,0,1,0,1,0
Country Elegance Room w/ Queen Sz Bed 7 Mins  Penn,new_jersey,4.6,2796,10,4.2,4.4,4.5,4.9,4.7,4.8,1.0,0,1,0,0,0,1,1,0,1,0
Victorian Charm Montclair -35 min to NYC- 800sqft,new_jersey,5.0,16019,5,5.0,5.0,4.4,4.8,4.6,4.6,5.0,1,1,0,0,0,0,1,1,1,0
Cozy 'n' Cute Bright Airy Bedroom 7 Mins to Penn,new_jersey,5.0,2589,14,4.9,4.8,4.9,4.9,5.0,4.9,1.0,0,1,0,0,0,1,1,0,1,0
Flower positivity room 7 minutes from Newark Penn,new_jersey,4.58,3210,12,4.3,4.4,4.5,4.6,4.5,4.5,1.0,0,1,0,0,0,1,1,0,1,0
44 1C Entire Mini Studio near NYC and EWR,new_jersey,4.13,5177,8,4.1,4.0,4.9,4.8,4.4,4.6,2.0,1,1,0,1,0,0,1,0,1,0
"Private Room•West Orange•Next to EWR✈️,MSU🎓& NYC!🏙",new_jersey,4.4,7766,5,4.8,4.8,5.0,5.0,4.6,5.0,4.0,0,0,1,0,0,0,1,0,0,0
Perfect sanitize home in Union,new_jersey,4.81,15049,21,4.9,4.8,4.7,4.8,5.0,4.7,6.0,0,0,0,0,0,0,1,0,0,0
"A curtain space bedroom, for a single guest only",new_jersey,4.33,3210,66,4.2,4.5,4.6,4.4,4.5,4.7,1.0,0,1,0,1,0,1,1,0,0,0
New Apt For 4(20min2Manhattan)+ Free Parking,new_jersey,4.82,12322,124,4.8,4.7,5.0,4.8,4.9,4.9,4.0,0,1,0,1,0,1,1,0,0,0
Posh Suite-Private-Outdoor Oasis near EWR,new_jersey,4.84,23977,61,4.6,4.8,4.9,4.7,4.8,4.9,4.0,0,1,0,0,0,0,1,0,1,0
Private room hosted by Kory (B),new_jersey,4.98,5695,47,4.9,5.0,5.0,5.0,5.0,5.0,2.0,0,0,0,1,0,0,1,0,1,0
Centrally located 2-bedroom with NYC skyline view,new_jersey,5.0,11597,4,4.8,4.8,5.0,4.8,4.8,5.0,4.0,0,1,0,0,0,0,1,1,0,0
Large comfort 1BR 1Bath Apt walk to Path Train,new_jersey,4.86,9112,37,4.7,4.9,4.9,4.8,4.9,5.0,2.0,1,1,1,0,0,0,1,0,1,0
Ask 4 Multi Night Price+FREE Park+Walk to train,new_jersey,4.88,25079,26,4.7,5.0,5.0,4.9,5.0,4.9,8.0,0,1,0,0,0,0,1,0,1,0
Grand | 2BR | 2 Bath | Free Parking | 30 min NYC!,new_jersey,5.0,23781,12,4.8,5.0,5.0,4.8,5.0,5.0,6.0,1,1,0,1,0,0,1,0,1,0
Bedroom #1 -Let the sun in!,new_jersey,4.99,4660,92,4.6,5.0,5.0,4.9,5.0,4.9,2.0,1,1,0,1,0,0,1,0,1,0
In Clifton Nj just minutes from New York City,new_jersey,4.83,4956,6,4.8,5.0,5.0,5.0,5.0,5.0,1.0,1,1,0,0,0,1,1,0,0,0
Cute guest suite in a home!,new_jersey,4.63,7041,8,5.0,4.1,4.8,4.9,4.5,4.9,2.0,0,0,1,0,0,0,1,1,1,0
1 bdrm -5min to EWR & 40min to NYC! Laundry Incl!,new_jersey,4.44,7248,9,3.9,4.7,4.8,4.6,4.7,4.9,2.0,0,1,1,0,0,0,1,0,1,0
Private and quiet place,new_jersey,4.71,4970,21,4.8,4.8,4.9,5.0,4.8,4.9,1.0,0,1,0,1,0,0,1,0,0,0
Private one bedroom in the heart of Newark,new_jersey,4.92,8491,25,4.9,5.0,5.0,4.9,5.0,4.9,2.0,1,1,1,0,0,0,1,0,1,0
Artistic luxury home downtown/train to NYC/AirPort,new_jersey,4.8,10665,5,4.8,4.8,4.8,4.8,4.6,4.8,10.0,0,1,0,1,0,0,1,1,1,0
Cozy Mint - 1BR in ironbound district,new_jersey,5.0,9216,9,4.6,5.0,5.0,5.0,5.0,5.0,2.0,0,1,0,1,0,0,1,1,1,0
Lovely luxury one bedroom apartment near NYC,new_jersey,4.4,14497,5,4.2,3.8,4.8,4.2,4.2,4.2,4.0,1,1,0,1,0,0,1,0,1,0
Lovely 2-Bedroom rental with free parking,new_jersey,4.76,13478,42,4.1,4.8,4.7,4.7,4.9,4.9,4.0,1,1,0,1,0,0,1,1,0,0
Cozy 2 Bedroom Close to NYC with Private Terrace,new_jersey,4.54,12943,24,4.7,4.5,4.8,4.5,4.6,4.9,4.0,1,1,0,1,0,0,1,1,0,0
"Comfortable, Cozy& Quiet 3bdrm apt. for rent!",new_jersey,4.25,12529,4,4.0,4.8,4.8,4.0,4.5,4.5,8.0,1,1,0,0,1,1,1,0,0,0
Spacious 1BR Apt Mins to NYC/EWR,new_jersey,4.67,7497,3,4.7,4.7,5.0,5.0,5.0,5.0,2.0,1,1,1,0,0,0,1,0,1,0
High Tech Bedroom/Work Place Very Close to NYC,new_jersey,5.0,4142,3,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,1,1,0,0,0,1,0,1,0
Beautiful furnished bedroom,new_jersey,4.84,5177,37,5.0,4.9,4.9,4.8,4.9,4.9,1.0,0,1,0,1,0,1,1,0,0,0
Just For You - Cozy Guest Suite in Private Home,new_jersey,4.83,8801,6,4.8,4.5,5.0,4.7,4.7,4.8,2.0,0,0,1,0,0,0,1,0,0,0
Stylish King 1BR Apt near EWR / Easy access to NYC,new_jersey,4.83,12218,24,4.4,4.6,5.0,4.7,4.8,4.9,3.0,0,0,1,0,0,0,1,0,1,0
Private room hosted by Kory (F),new_jersey,4.98,5695,47,5.0,5.0,5.0,4.9,5.0,4.9,1.0,0,0,0,1,0,0,1,0,1,0
Exclusive House with Jacuzzi and BBQ,new_jersey,4.79,21124,92,4.5,4.8,4.9,4.8,4.8,4.9,8.0,0,1,0,0,0,0,1,0,1,0
"Cozy & Modern -2 BR near NYC, American Dream.",new_jersey,5.0,12743,8,4.5,5.0,4.9,4.9,5.0,5.0,7.0,0,1,0,1,0,0,1,0,0,0
Lovely 1 Private bedroom with free parking,new_jersey,4.84,7766,19,5.0,4.8,5.0,4.7,4.8,4.8,2.0,1,1,0,1,0,0,1,0,0,0
Entire home with free Parking 30 minutes NYC-3R,new_jersey,4.5,20468,4,4.5,4.8,4.8,4.5,4.8,4.5,3.0,0,1,0,1,0,0,1,1,1,0
1 Bed - No Parking,new_jersey,5.0,3831,16,4.9,4.9,4.9,5.0,5.0,5.0,2.0,0,1,0,0,0,0,0,0,0,0
Stunning Loft/Near NWK Penn/Prudential CTR/NYC,new_jersey,5.0,23298,16,4.8,4.9,5.0,5.0,4.9,4.9,5.0,0,0,0,1,0,0,1,0,1,0
Zen Private Room in prime location,new_jersey,5.0,4142,4,5.0,5.0,4.8,5.0,5.0,5.0,1.0,0,0,0,0,0,0,1,0,1,0
Cozy Attic Apartment- Near to Newark NJ Airport,new_jersey,4.86,10493,70,4.3,5.0,5.0,4.8,4.9,4.9,4.0,0,1,1,0,0,0,1,0,0,0
TwinCity 2 Bed / 1 Bath in Luxury Building,new_jersey,4.8,30960,5,5.0,5.0,5.0,5.0,4.8,5.0,6.0,1,1,0,0,0,0,1,1,1,0
Cheerful 4-Bedroom Home in the City of Orange.,new_jersey,4.8,25783,25,4.4,4.8,4.9,4.8,4.8,5.0,8.0,1,1,1,0,0,0,1,0,1,0
Cozy private bedroom and bathroom in Newark (A).,new_jersey,4.5,8284,4,4.0,4.5,5.0,4.8,5.0,4.8,2.0,0,1,0,1,0,0,1,0,1,0
"Spacious 3BR, Minutes to EWR/Penn,Close to NYC",new_jersey,5.0,20709,3,4.3,5.0,5.0,5.0,5.0,4.7,6.0,1,1,1,0,0,0,1,0,0,0
Luxury Mupani Full Suite  @MushaindoroHS,new_jersey,4.72,5281,68,4.6,4.7,4.8,4.7,4.8,4.8,2.0,0,1,0,1,0,0,1,0,1,0
Modern Apartment near Newark Airport/Penn Sta NYC,new_jersey,5.0,13899,8,3.9,5.0,5.0,5.0,5.0,5.0,6.0,0,1,1,0,0,0,1,0,0,0
Cozy home near NYC!,new_jersey,5.0,24851,3,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0,1,0,1,0,0,1,0,0,0
40% 3+ Months 1 Br | Up to 4 ppl | 18 min Airport,new_jersey,4.6,6109,5,4.8,4.6,5.0,4.6,4.8,5.0,4.0,0,0,0,0,0,0,1,0,1,0
Lovely paradise getaway EWR/NYC near Beth Israel,new_jersey,5.0,3924,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,0,0,1,0,1,1,0,0,0
40% 3+ Months 1 Br | Up to 2 ppl | 18 min Airport,new_jersey,4.83,5799,6,4.3,4.7,5.0,4.8,5.0,5.0,2.0,0,0,0,0,0,0,1,0,1,0
Montclair Home Staycation Retreat with Home Spa,new_jersey,4.5,54362,26,4.8,4.5,4.6,4.5,4.5,4.7,10.0,0,1,0,1,0,0,1,0,1,0
Bedroom #2 Comfy & Cozy,new_jersey,4.95,4660,106,4.6,5.0,5.0,4.9,5.0,4.9,2.0,1,1,0,0,0,0,1,0,1,0
Discount / NEW 3 bedroom place with 1 free parking,new_jersey,4.67,21800,12,4.8,4.9,5.0,4.8,4.8,4.9,6.0,0,1,0,1,0,0,1,0,1,0
"Warm, courtyard facing 2-bedroom Apartment",new_jersey,5.0,27588,14,4.4,4.7,4.9,4.9,4.9,4.9,4.0,0,1,0,1,0,0,1,0,1,0
Lovely and modern one bedroom apartment,new_jersey,4.82,9654,22,4.8,4.8,4.9,4.6,4.8,5.0,3.0,0,1,1,0,0,0,0,0,1,0
Entire House with Smart Technology,new_jersey,4.57,32383,14,4.1,4.8,4.8,4.3,4.6,5.0,10.0,0,1,1,0,0,0,1,0,1,0
GuestHouse In Clifton,new_jersey,4.6,12532,5,4.8,4.8,4.8,4.6,4.6,5.0,4.0,0,1,1,0,0,0,0,0,1,0
Bright Renovated 6-BR Duplex Apt - Newark near EWR,new_jersey,4.76,23143,38,4.4,4.9,5.0,4.9,4.8,4.9,12.0,1,1,0,1,0,0,1,0,0,0
Private cozy room with queen size bed in Hollis.,Queens,5.0,2882,4,4.8,4.8,5.0,5.0,5.0,5.0,1.0,1,1,0,0,0,1,0,0,1,0
Warm and cozy studio apartment,Queens,4.83,11321,65,4.8,4.9,4.9,4.8,5.0,4.8,2.0,0,0,0,1,0,0,1,0,1,0
Queens 20 mins to subway- 15 mins JFK- walk to bus,Queens,4.93,5221,269,4.8,5.0,4.9,4.9,5.0,5.0,1.0,0,1,1,0,0,0,1,0,0,0
Excellent 1 Bedroom Apt. in Queens,Queens,4.4,7753,94,4.5,4.5,4.6,4.5,4.7,4.7,3.0,0,1,0,1,0,0,1,1,0,0
"A room in private house,",Queens,4.97,4786,33,4.9,5.0,4.9,5.0,5.0,5.0,1.0,1,1,0,0,0,0,1,0,1,0
Large Private Room Queens NY St. John’s University,Queens,4.91,4837,23,4.6,4.9,4.9,4.8,5.0,5.0,1.0,0,0,0,1,0,0,1,0,1,0
"Lovely petite studio, walk to  LIRR & Bell Blvd.",Queens,4.89,10497,64,4.9,4.9,5.0,4.9,4.9,5.0,2.0,0,1,1,0,0,0,1,0,1,0
NYC PrivateRoom C Wide QUEEN BED With Own Bathroom,Queens,5.0,7719,3,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1,1,0,1,0,0,1,0,1,0
